posted_speed_limit,weather_condition,lighting_condition,alignment,roadway_surface_cond,num_units,crash_hour,crash_day_of_week,crash_month,sex,age,serious_accident
5,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,19,2,12,1,62.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,10,0,79.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,5,1,75.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,12,6,3,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,10,0,47.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,6,6,2,1,49.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,13,1,7,0,25.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,18,1,12,1,42.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,5,6,1,33.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,18,1,3,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,5,6,0,59.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,6,3,10,1,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,3,1,33.0,0
40,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,6,11,0,21.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,13,6,1,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,11,0,43.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT ON GRADE,DRY,1,19,1,9,1,35.0,0
30,UNKNOWN,DAWN,STRAIGHT AND LEVEL,UNKNOWN,2,4,2,11,1,31.0,0
5,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,3,0,67.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,2,0,26.0,0
15,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,2,4,1,67.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,6,1,29.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,3,9,2,11,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,6,5,0,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,10,1,61.0,0
15,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,5,3,9,1,68.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,1,8,0,33.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,11,0,32.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,4,6,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,8,5,7,1,51.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,5,5,2,1,68.0,0
25,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,11,1,48.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,3,11,0,24.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,3,5,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,8,0,57.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,8,3,6,0,19.0,0
45,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,2,6,1,31.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,2,7,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,10,0,29.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,6,7,0,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,8,1,18.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,21,4,11,0,24.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,3,4,1,69.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,1,2,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,1,0,29.0,0
30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,17,7,10,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,3,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,1,9,1,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,15,5,8,1,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,7,0,29.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,13,6,12,0,59.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,5,12,0,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,3,4,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,7,0,31.0,0
20,CLEAR,DAYLIGHT,"CURVE, LEVEL",DRY,2,15,6,7,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,2,10,0,23.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,3,11,0,38.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,17,2,2,1,24.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,17,2,11,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,8,0,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,3,6,0,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,3,12,0,21.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,1,22,1,11,1,31.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,5,3,11,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,5,1,52.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,7,1,57.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,7,2,0,69.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,7,8,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,1,5,1,39.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,11,4,9,1,65.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,11,0,23.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,1,4,7,6,1,37.0,0
30,UNKNOWN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,23,1,7,0,57.0,0
30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,4,20,7,9,1,34.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,10,6,9,1,51.0,0
0,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,7,1,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,1,10,0,30.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,16,6,12,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,10,0,31.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,7,5,1,56.0,0
5,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,5,14,7,6,0,51.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,0,7,8,1,30.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,10,1,50.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,5,1,65.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,6,7,3,1,78.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,3,0,36.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,21,5,11,1,34.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,21,6,11,1,43.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,1,11,0,33.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,1,12,1,50.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,4,7,6,1,28.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,2,5,0,46.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,8,1,62.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",CURVE ON GRADE,DRY,2,20,1,10,1,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,5,0,53.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,14,7,6,1,33.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,3,1,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,6,0,48.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,2,7,10,1,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,1,10,1,29.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,17,3,8,0,65.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,2,1,8,0,51.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,11,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,6,2,1,39.0,0
30,UNKNOWN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,22,7,6,1,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,3,5,0,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,5,2,1,29.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,2,12,0,22.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,20,6,6,1,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,5,1,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,7,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,9,1,43.0,0
20,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,11,1,12,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,8,1,54.0,0
40,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,5,1,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,9,1,72.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,7,1,51.0,0
0,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,18,5,4,0,55.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,7,5,1,41.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,5,6,10,1,43.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,3,0,31.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,8,1,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,2,12,0,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,10,1,52.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,4,6,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,9,0,53.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,5,6,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,5,1,60.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,6,4,1,38.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,3,11,1,30.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,DRY,2,18,6,9,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,8,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,4,1,33.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,20,1,6,1,53.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,9,2,2,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,17,5,8,0,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,7,0,50.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,2,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,6,1,62.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,2,2,6,1,33.0,0
30,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,ICE,1,5,5,1,1,39.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,9,1,40.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,9,1,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,1,0,70.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,11,5,6,1,65.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,4,4,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,5,10,0,39.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,17,6,1,1,30.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,2,2,1,37.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,22,7,5,0,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,11,0,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,3,1,27.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,22,5,12,1,23.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,9,1,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,7,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,6,8,0,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,4,5,1,38.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,18,1,9,1,37.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,1,4,1,28.0,0
25,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,1,7,1,62.0,0
30,CLEAR,DARKNESS,STRAIGHT ON GRADE,UNKNOWN,1,22,5,4,1,23.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,1,12,4,11,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,15,5,3,1,57.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,1,5,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,6,4,1,18.0,0
35,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,20,2,11,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,3,10,1,28.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,3,20,4,10,1,45.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,7,4,0,26.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,10,0,38.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,6,2,0,44.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,8,3,12,1,54.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,3,1,2,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,10,0,75.0,0
40,CLEAR,DAYLIGHT,CURVE ON GRADE,DRY,2,16,4,6,0,36.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,10,0,71.0,0
30,UNKNOWN,DARKNESS,STRAIGHT AND LEVEL,UNKNOWN,2,23,2,4,1,23.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,5,12,7,7,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,8,0,64.0,0
30,CLOUDY/OVERCAST,DUSK,STRAIGHT AND LEVEL,WET,2,17,6,10,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,12,1,50.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,8,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,7,0,49.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,19,6,5,0,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,9,1,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,15,4,5,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,8,1,24.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,2,5,1,41.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,10,3,2,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,6,1,45.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,8,5,8,1,49.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,4,1,66.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,6,1,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,5,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,9,0,32.0,0
40,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,4,12,0,36.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,5,0,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,16,4,5,1,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,15,5,11,1,28.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT ON GRADE,DRY,2,23,7,9,1,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,4,1,27.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,10,1,63.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,1,3,5,0,66.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,11,0,73.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,4,1,1,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,11,1,56.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,2,7,9,1,35.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,7,5,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,4,1,19.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,9,2,11,0,18.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,20,5,9,1,25.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,18,3,11,1,47.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,3,7,0,68.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,3,19,5,4,1,25.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,5,1,46.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,1,17,2,3,0,80.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,8,1,30.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,7,1,25.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,5,1,76.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,3,8,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,10,1,30.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,3,19,3,8,1,54.0,0
35,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,20,3,6,0,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,1,9,0,27.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,10,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,12,7,3,0,32.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,21,7,8,0,37.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,12,6,12,1,42.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,1,6,1,41.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,2,10,1,24.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,15,7,12,1,51.0,0
30,UNKNOWN,DARKNESS,STRAIGHT AND LEVEL,UNKNOWN,1,21,6,12,1,66.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,10,1,2,0,42.0,0
30,UNKNOWN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,23,2,9,1,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,5,6,1,75.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,1,1,10,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,8,1,72.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,8,0,33.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,12,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,6,5,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,5,1,48.0,0
40,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,16,5,9,1,30.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,6,1,44.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,3,11,1,36.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,5,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,5,1,37.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,3,5,7,12,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,10,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,8,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,11,1,71.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,5,12,1,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,9,0,23.0,0
20,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,2,1,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,9,1,51.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,4,12,1,45.0,0
35,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,1,4,6,5,1,48.0,0
