posted_speed_limit,weather_condition,lighting_condition,alignment,roadway_surface_cond,num_units,crash_hour,crash_day_of_week,crash_month,sex,age,serious_accident
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,4,12,1,49.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,3,3,1,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,8,4,5,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,12,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,2,6,1,55.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,3,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,1,9,0,37.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,9,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,4,1,23.0,0
15,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,6,5,1,18.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,18,5,6,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,12,0,54.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,6,6,11,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,1,1,45.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,23,1,7,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,5,6,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,6,1,30.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,7,1,21.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,5,0,58.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,2,7,0,70.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,7,12,1,17.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,8,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,16,5,11,0,28.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,16,6,1,1,55.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,5,12,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,7,0,69.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,4,4,1,56.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,7,12,1,44.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,5,1,1,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,5,1,46.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,6,1,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,17,2,9,1,38.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,6,2,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,13,7,9,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,3,4,1,43.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,1,1,6,0,31.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,16,1,11,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,4,11,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,1,1,29.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,7,4,2,0,28.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,1,2,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,8,6,2,0,23.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,17,1,4,0,19.0,0
30,SNOW,DAWN,STRAIGHT ON HILLCREST,SNOW OR SLUSH,1,5,2,4,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,7,5,1,0,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,9,1,43.0,0
15,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,1,8,5,10,0,76.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,4,1,26.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,21,6,1,0,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,17,4,11,1,30.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,7,4,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,3,0,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,3,1,62.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,3,2,0,55.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,1,8,1,45.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,5,4,0,56.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,22,3,7,1,18.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,1,1,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,6,1,71.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,6,11,0,19.0,0
35,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,23,7,8,0,36.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,3,4,1,60.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,1,6,1,52.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,4,1,0,58.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,5,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,12,1,37.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,UNKNOWN,2,7,5,1,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,8,1,49.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,20,2,2,1,38.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,3,9,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,1,1,31.0,0
25,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,15,4,11,1,75.0,0
45,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,1,22,3,7,0,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,13,1,11,0,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,6,10,0,67.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,4,1,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,9,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,12,1,22.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,ICE,2,22,2,2,1,22.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,2,4,1,27.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,6,2,12,0,30.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,21,5,11,0,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,5,4,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,10,7,4,1,21.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,8,1,42.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,19,1,2,0,31.0,0
25,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,1,11,0,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,7,0,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,18,3,9,1,25.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,19,3,12,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,6,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,17,5,8,1,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,10,1,34.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,21,7,2,1,64.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,"CURVE, LEVEL",DRY,2,14,3,11,0,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,7,0,53.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,18,4,10,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,17,2,10,1,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,1,1,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,7,0,64.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,22,6,9,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,7,5,9,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,9,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,5,1,65.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,10,1,43.0,0
35,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,19,7,10,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,7,8,0,24.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,18,6,9,0,30.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,16,1,12,1,30.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,15,1,5,1,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,4,7,1,0,23.0,1
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,18,7,12,0,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,5,0,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,6,9,1,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,1,0,46.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,5,4,3,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,8,0,48.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,2,1,33.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,4,11,0,67.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON HILLCREST,DRY,2,16,5,10,0,26.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,7,2,0,17.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,20,6,8,1,42.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,5,6,12,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,5,1,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,11,0,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,11,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,12,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,15,3,12,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,6,1,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,8,4,10,1,71.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,12,0,42.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,15,3,1,0,48.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,19,6,10,0,54.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,4,6,1,23.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,3,7,1,0,44.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,11,6,1,0,31.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,7,1,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,7,8,1,39.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,16,6,7,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,4,5,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,7,6,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,5,9,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,10,1,72.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,3,4,0,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,13,7,8,0,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,12,1,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,2,1,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,1,10,1,68.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,3,21,5,10,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,5,8,0,63.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,5,1,60.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,6,0,55.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,11,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,3,0,54.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,6,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,2,10,1,22.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,1,10,1,41.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,4,1,1,60.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,6,12,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,5,6,6,8,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,9,6,11,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,1,6,1,68.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,11,1,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,5,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,6,1,29.0,0
25,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,23,6,11,1,30.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,5,11,1,24.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,4,0,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,6,1,32.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,6,9,1,52.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,11,7,8,1,55.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,1,1,73.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,16,5,5,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,5,1,55.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,4,1,44.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,4,6,7,1,46.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,1,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,5,0,55.0,0
20,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,3,2,1,60.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,3,2,1,23.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,1,15,3,5,0,29.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,18,1,11,1,60.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,10,1,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,12,1,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,5,8,0,42.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,4,5,2,0,18.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,3,5,1,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,10,7,1,1,64.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,7,11,0,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,6,5,1,25.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,1,5,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,7,1,16.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,11,6,1,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,9,0,41.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,6,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,5,0,24.0,0
30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,1,22,4,3,1,25.0,0
25,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,1,18,2,5,0,29.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,1,8,1,70.0,0
25,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,10,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,3,0,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,5,5,11,1,41.0,0
35,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,16,2,2,1,75.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,9,0,31.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,6,1,51.0,0
25,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,22,4,3,1,70.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,7,2,2,1,42.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,13,7,7,1,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,6,0,35.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,7,11,1,59.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,4,5,1,36.0,0
25,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,5,3,1,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,2,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,3,1,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,4,8,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,10,0,19.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,9,1,19.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,22,3,1,1,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,2,10,1,27.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,20,4,11,0,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,6,5,1,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,3,1,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,5,1,30.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,17,1,10,0,33.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,10,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,3,0,37.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,1,6,1,74.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,12,7,9,1,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,3,1,10,0,34.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,2,5,1,59.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,18,4,8,0,38.0,0
15,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,11,4,2,0,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,4,0,72.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,4,5,5,1,24.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,2,6,1,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,6,12,0,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,2,8,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,4,3,1,27.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,10,4,2,1,21.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,6,1,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,2,3,1,46.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,3,0,38.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,2,11,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,8,1,60.0,0
40,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,7,0,23.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,6,10,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,14,3,10,0,72.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,2,5,10,1,49.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,6,3,1,17.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,17,6,9,1,26.0,0
25,SLEET/HAIL,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,18,7,3,1,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,2,1,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,8,1,69.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,7,7,0,54.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,12,5,10,1,24.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,7,12,0,60.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,2,8,0,19.0,0
